Region,Product_ID,Sales_Amount,Quantity_Sold,Unit_Price,Discount,Profit_Margin,Sales_Date,Sales_Channel,Customer_Segment
Central,P3962,379.73,71,34.58,0.02,0.35,2024-12-11,Wholesale,Retail
South,P1488,164.47,77,79.93,0.06,0.27,2024-12-12,Online,Corporate
Central,P5719,292.9,26,57.35,0.1,0.3,2024-12-13,Wholesale,Corporate
Central,P3714,157.36,21,34.16,0.11,0.12,2024-12-14,Online,Corporate
East,P9594,724.09,86,99.69,0.16,0.21,2024-12-15,Wholesale,Retail
East,P7810,908.97,71,84.55,0.22,0.31,2024-12-16,Offline,Retail
Central,P8866,840.0,27,53.93,0.24,0.47,2024-12-17,Wholesale,Small Business
North,P7247,468.43,72,20.39,0.01,0.1,2024-12-18,Wholesale,Small Business
West,P6438,786.74,60,88.88,0.29,0.13,2024-12-19,Online,Retail
South,P4346,777.18,25,10.89,0.25,0.2,2024-12-20,Offline,Corporate
South,P2837,321.79,79,57.58,0.06,0.12,2024-12-21,Online,Retail
East,P2401,369.5,24,48.99,0.27,0.38,2024-12-22,Offline,Retail
Central,P5392,994.13,74,87.18,0.06,0.29,2024-12-23,Offline,Small Business
South,P8153,913.38,87,66.67,0.04,0.13,2024-12-24,Offline,Small Business
West,P2891,334.49,68,22.89,0.03,0.46,2024-12-25,Offline,Corporate
North,P4675,543.18,85,94.88,0.13,0.44,2024-12-26,Wholesale,Corporate
West,P8017,220.92,35,15.9,0.12,0.47,2024-12-27,Offline,Corporate
North,P5297,66.07,8,80.52,0.08,0.1,2024-12-28,Offline,Corporate
West,P3737,235.07,28,77.41,0.27,0.32,2024-12-29,Offline,Corporate
West,P2321,140.98,33,57.43,0.25,0.24,2024-12-30,Online,Corporate
East,P6357,276.13,76,67.53,0.27,0.15,2024-12-31,Wholesale,Retail
South,P6433,63.15,90,88.98,0.18,0.4,2025-01-01,Wholesale,Corporate
South,P3969,618.31,92,99.34,0.19,0.26,2025-01-02,Online,Retail
South,P1285,834.1,6,11.57,0.27,0.07,2025-01-03,Wholesale,Retail
West,P9026,255.01,56,37.04,0.09,0.37,2025-01-04,Online,Small Business
Central,P1814,74.49,9,91.24,0.19,0.18,2025-01-05,Online,Retail
East,P1118,447.64,39,18.51,0.24,0.34,2025-01-06,Wholesale,Small Business
Central,P3549,503.09,25,77.95,0.28,0.18,2025-01-07,Wholesale,Retail
South,P7240,608.39,83,70.04,0.04,0.41,2025-01-08,Online,Retail
South,P7098,418.25,49,98.53,0.28,0.3,2025-01-09,Wholesale,Small Business
West,P7275,826.11,32,74.19,0.22,0.29,2025-01-10,Online,Small Business
South,P9003,452.44,86,83.95,0.27,0.28,2025-01-11,Offline,Small Business
South,P8783,71.32,61,84.87,0.17,0.3,2025-01-12,Wholesale,Small Business
North,P6947,750.81,9,73.54,0.18,0.33,2025-01-13,Online,Corporate
North,P8852,241.95,21,29.64,0.08,0.42,2025-01-14,Offline,Retail
East,P4648,298.51,38,35.59,0.05,0.5,2025-01-15,Online,Corporate
North,P9280,922.58,53,19.3,0.25,0.39,2025-01-16,Online,Corporate
South,P4093,348.45,11,86.93,0.14,0.19,2025-01-17,Wholesale,Small Business
East,P4744,746.07,93,91.9,0.26,0.3,2025-01-18,Online,Small Business
Central,P8522,555.13,69,17.72,0.05,0.25,2025-01-19,Online,Retail
Central,P5970,500.64,48,73.47,0.07,0.09,2025-01-20,Wholesale,Retail
East,P4184,195.04,75,87.76,0.29,0.35,2025-01-21,Wholesale,Small Business
Central,P1787,395.3,60,90.47,0.3,0.48,2025-01-22,Online,Small Business
Central,P4112,932.21,56,21.91,0.0,0.1,2025-01-23,Offline,Small Business
West,P4605,367.71,24,20.93,0.22,0.22,2025-01-24,Offline,Retail
South,P1966,846.09,59,50.82,0.2,0.05,2025-01-25,Offline,Small Business
North,P4355,502.8,53,89.32,0.09,0.49,2025-01-26,Wholesale,Retail
North,P9523,662.9,69,73.91,0.27,0.3,2025-01-27,Online,Retail
South,P6225,208.83,94,42.86,0.26,0.22,2025-01-28,Offline,Small Business
South,P7313,342.19,58,61.86,0.12,0.39,2025-01-29,Wholesale,Corporate
North,P3665,182.17,94,48.04,0.25,0.47,2025-01-30,Offline,Corporate
West,P4720,734.95,75,95.38,0.13,0.37,2025-01-31,Wholesale,Retail
South,P5759,588.87,97,72.34,0.06,0.07,2025-02-01,Offline,Corporate
West,P7287,925.51,38,14.76,0.17,0.13,2025-02-02,Wholesale,Small Business
South,P9590,784.93,93,50.79,0.08,0.25,2025-02-03,Online,Small Business
East,P1027,378.46,61,26.03,0.05,0.09,2025-02-04,Online,Small Business
West,P9959,529.42,25,6.77,0.25,0.36,2025-02-05,Wholesale,Retail
West,P7861,670.08,94,87.62,0.3,0.45,2025-02-06,Online,Corporate
North,P2288,512.14,51,86.71,0.04,0.15,2025-02-07,Offline,Retail
West,P1252,566.83,95,82.24,0.29,0.43,2025-02-08,Wholesale,Retail
North,P3633,581.11,10,65.06,0.04,0.27,2025-02-09,Online,Small Business
Central,P7165,132.45,48,62.06,0.24,0.38,2025-02-10,Wholesale,Retail
North,P1961,714.64,54,73.31,0.28,0.35,2025-02-11,Online,Small Business
South,P5983,586.81,57,63.28,0.15,0.1,2025-02-12,Wholesale,Small Business
West,P1260,584.26,11,51.05,0.1,0.41,2025-02-13,Wholesale,Small Business
North,P1293,463.45,74,72.75,0.27,0.3,2025-02-14,Wholesale,Corporate
West,P4377,561.24,31,39.53,0.26,0.17,2025-02-15,Wholesale,Corporate
South,P1781,596.55,89,25.11,0.28,0.37,2025-02-16,Offline,Corporate
East,P6377,496.16,31,5.81,0.18,0.42,2025-02-17,Online,Small Business
North,P9672,346.72,44,10.29,0.17,0.06,2025-02-18,Online,Corporate
Central,P5313,554.86,72,96.47,0.23,0.4,2025-02-19,Offline,Retail
South,P7560,383.77,96,45.34,0.27,0.26,2025-02-20,Offline,Corporate
South,P1200,701.31,69,5.59,0.16,0.21,2025-02-21,Wholesale,Retail
West,P5521,215.21,95,28.62,0.28,0.09,2025-02-22,Wholesale,Retail
North,P1510,859.3,9,74.71,0.22,0.22,2025-02-23,Wholesale,Corporate
West,P4911,575.01,13,63.34,0.09,0.4,2025-02-24,Wholesale,Small Business
West,P2813,508.58,6,66.07,0.12,0.11,2025-02-25,Offline,Small Business
North,P7715,425.27,62,97.77,0.04,0.42,2025-02-26,Online,Retail
North,P5368,978.93,92,85.14,0.19,0.35,2025-02-27,Offline,Retail
South,P8176,68.03,23,19.96,0.28,0.32,2025-02-28,Online,Small Business
Central,P2965,416.07,61,7.78,0.07,0.45,2025-03-01,Offline,Corporate
North,P5041,956.16,42,57.93,0.06,0.45,2025-03-02,Wholesale,Retail
South,P4463,368.55,43,51.71,0.18,0.35,2025-03-03,Online,Small Business
East,P6989,211.47,49,14.26,0.0,0.37,2025-03-04,Offline,Retail
East,P2515,236.71,57,53.56,0.07,0.43,2025-03-05,Wholesale,Corporate
Central,P5458,338.11,58,50.27,0.09,0.08,2025-03-06,Offline,Retail
North,P9331,370.55,72,22.09,0.3,0.19,2025-03-07,Wholesale,Small Business
West,P3345,680.36,10,43.71,0.19,0.34,2025-03-08,Offline,Small Business
Central,P1068,264.29,16,68.6,0.19,0.15,2025-03-09,Offline,Corporate
West,P6351,539.1,72,21.79,0.07,0.06,2025-03-10,Offline,Small Business
North,P7528,854.52,49,27.4,0.3,0.33,2025-03-11,Online,Small Business
East,P8749,414.18,34,58.58,0.19,0.13,2025-03-12,Wholesale,Small Business
Central,P5096,541.78,37,84.99,0.09,0.07,2025-03-13,Online,Corporate
Central,P7720,726.32,19,85.23,0.14,0.38,2025-03-14,Online,Retail
Central,P1311,832.45,28,19.55,0.2,0.48,2025-03-15,Wholesale,Small Business
South,P8451,339.06,95,64.74,0.23,0.31,2025-03-16,Offline,Retail
West,P4700,415.88,24,38.59,0.25,0.28,2025-03-17,Offline,Small Business
South,P8493,604.36,15,94.77,0.15,0.06,2025-03-18,Online,Retail
Central,P8062,427.11,77,62.08,0.25,0.46,2025-03-19,Online,Small Business
West,P3924,294.15,21,73.63,0.0,0.29,2025-03-20,Online,Corporate
North,P6993,867.01,17,42.78,0.12,0.34,2025-03-21,Wholesale,Small Business
North,P5363,913.92,73,46.63,0.2,0.27,2025-03-22,Online,Corporate
North,P1637,156.83,25,34.02,0.02,0.33,2025-03-23,Online,Corporate
Central,P6528,882.42,55,64.59,0.27,0.14,2025-03-24,Offline,Retail
West,P9112,286.18,6,47.56,0.27,0.12,2025-03-25,Offline,Small Business
North,P4768,942.53,15,65.54,0.16,0.25,2025-03-26,Online,Small Business
East,P2465,521.16,80,55.56,0.29,0.4,2025-03-27,Online,Retail
South,P8220,827.61,74,70.26,0.19,0.48,2025-03-28,Online,Corporate
Central,P8925,457.57,25,27.1,0.11,0.38,2025-03-29,Wholesale,Corporate
East,P7150,847.19,34,21.22,0.23,0.41,2025-03-30,Online,Small Business
Central,P3030,398.43,42,6.55,0.04,0.16,2025-03-31,Online,Retail
West,P8416,575.46,58,48.22,0.29,0.09,2025-04-01,Online,Corporate
Central,P2388,569.69,41,99.05,0.18,0.05,2025-04-02,Wholesale,Retail
Central,P4095,969.8,2,59.65,0.2,0.31,2025-04-03,Offline,Retail
South,P9510,270.82,10,40.71,0.21,0.31,2025-04-04,Wholesale,Corporate
North,P9157,787.5,92,15.86,0.17,0.47,2025-04-05,Online,Corporate
East,P1527,355.77,92,7.89,0.0,0.36,2025-04-06,Online,Small Business
South,P2084,210.52,57,71.8,0.22,0.33,2025-04-07,Online,Small Business
West,P6368,647.61,30,55.99,0.02,0.29,2025-04-08,Offline,Corporate
North,P9139,140.51,14,99.83,0.17,0.41,2025-04-09,Online,Retail
East,P1275,247.85,50,89.07,0.24,0.44,2025-04-10,Online,Corporate
South,P3341,919.18,72,67.16,0.04,0.44,2025-04-11,Wholesale,Corporate
Central,P6283,963.78,58,68.83,0.19,0.1,2025-04-12,Wholesale,Corporate
Central,P7341,316.08,16,25.48,0.14,0.45,2025-04-13,Online,Small Business
North,P4533,262.9,46,63.37,0.16,0.07,2025-04-14,Offline,Retail
East,P7541,688.02,67,42.58,0.3,0.36,2025-04-15,Wholesale,Small Business
South,P6950,354.37,4,24.98,0.19,0.08,2025-04-16,Online,Corporate
East,P4358,715.38,40,43.58,0.28,0.46,2025-04-17,Online,Small Business
South,P7813,153.83,67,95.11,0.2,0.13,2025-04-18,Wholesale,Small Business
South,P9453,775.89,2,10.77,0.1,0.24,2025-04-19,Online,Retail
South,P4814,956.41,56,45.39,0.23,0.34,2025-04-20,Online,Corporate
Central,P2738,887.52,52,29.42,0.08,0.37,2025-04-21,Offline,Corporate
South,P1800,294.97,38,25.84,0.08,0.16,2025-04-22,Offline,Corporate
West,P9319,847.03,29,27.86,0.27,0.5,2025-04-23,Online,Corporate
East,P6472,683.29,60,53.31,0.26,0.36,2025-04-24,Offline,Small Business
North,P7972,98.41,58,44.26,0.29,0.15,2025-04-25,Wholesale,Corporate
South,P6973,771.56,61,8.74,0.24,0.29,2025-04-26,Offline,Corporate
Central,P5678,791.33,85,80.81,0.09,0.23,2025-04-27,Wholesale,Small Business
West,P4274,334.04,10,90.98,0.12,0.42,2025-04-28,Online,Corporate
Central,P7268,973.05,39,30.63,0.11,0.12,2025-04-29,Offline,Retail
North,P2298,518.55,17,7.9,0.02,0.21,2025-04-30,Wholesale,Small Business
Central,P1055,553.36,17,65.17,0.22,0.48,2025-05-01,Online,Retail
North,P6228,446.35,11,30.4,0.03,0.38,2025-05-02,Online,Small Business
North,P8427,219.79,8,32.59,0.24,0.32,2025-05-03,Online,Retail
East,P2937,107.59,65,93.63,0.16,0.13,2025-05-04,Online,Retail
East,P9442,778.24,92,59.12,0.1,0.44,2025-05-05,Online,Corporate
West,P9994,901.41,28,36.78,0.12,0.36,2025-05-06,Offline,Retail
East,P9888,511.73,93,41.05,0.03,0.22,2025-05-07,Offline,Retail
West,P3082,235.71,92,96.98,0.11,0.15,2025-05-08,Offline,Small Business
East,P9509,609.12,96,47.37,0.03,0.17,2025-05-09,Online,Small Business
South,P4790,798.27,41,93.98,0.23,0.42,2025-05-10,Wholesale,Corporate
South,P4165,138.58,82,33.08,0.21,0.13,2025-05-11,Online,Retail
West,P4498,285.02,54,92.33,0.27,0.47,2025-05-12,Wholesale,Retail
East,P8548,236.9,74,21.9,0.1,0.14,2025-05-13,Wholesale,Small Business
East,P3983,773.67,13,39.82,0.27,0.36,2025-05-14,Offline,Small Business
South,P8670,167.9,64,94.94,0.19,0.12,2025-05-15,Offline,Retail
North,P6120,171.68,34,43.04,0.15,0.18,2025-05-16,Offline,Small Business
East,P9666,315.86,84,12.07,0.29,0.26,2025-05-17,Online,Small Business
West,P1032,525.16,42,18.87,0.21,0.35,2025-05-18,Online,Small Business
West,P3539,130.1,86,60.65,0.2,0.24,2025-05-19,Wholesale,Small Business
West,P8758,57.61,47,89.53,0.06,0.11,2025-05-20,Online,Retail
East,P9790,176.5,81,34.93,0.2,0.09,2025-05-21,Offline,Retail
Central,P1170,526.41,64,55.59,0.04,0.5,2025-05-22,Online,Small Business
North,P6478,755.46,40,42.29,0.27,0.48,2025-05-23,Wholesale,Small Business
North,P7418,540.14,32,83.54,0.25,0.32,2025-05-24,Online,Small Business
North,P6888,892.93,76,97.43,0.23,0.43,2025-05-25,Offline,Small Business
North,P9878,512.59,64,67.02,0.27,0.22,2025-05-26,Offline,Small Business
Central,P7293,79.4,9,19.77,0.19,0.14,2025-05-27,Offline,Small Business
Central,P2272,147.72,9,43.25,0.19,0.19,2025-05-28,Online,Corporate
West,P2594,672.75,92,31.15,0.07,0.42,2025-05-29,Offline,Retail
South,P2336,553.34,59,70.64,0.03,0.2,2025-05-30,Online,Retail
South,P6030,130.14,31,31.59,0.18,0.07,2025-05-31,Offline,Retail
West,P4863,695.92,32,86.1,0.2,0.39,2025-06-01,Offline,Small Business
North,P4282,534.55,7,73.45,0.26,0.36,2025-06-02,Online,Corporate
West,P3848,344.47,1,70.99,0.13,0.29,2025-06-03,Online,Retail
East,P8309,452.74,38,21.24,0.01,0.21,2025-06-04,Offline,Small Business
North,P2007,331.88,77,69.08,0.29,0.41,2025-06-05,Wholesale,Small Business
North,P6070,540.75,82,40.62,0.06,0.21,2025-06-06,Offline,Corporate
Central,P8512,609.01,41,40.09,0.18,0.29,2025-06-07,Wholesale,Retail
West,P4360,805.2,7,74.98,0.12,0.26,2025-06-08,Online,Small Business
North,P9357,625.31,64,60.07,0.14,0.32,2025-06-09,Online,Corporate
West,P3853,63.16,30,21.68,0.15,0.11,2025-06-10,Wholesale,Corporate
Central,P3080,973.57,68,98.96,0.29,0.24,2025-06-11,Online,Retail
East,P9794,304.44,58,96.81,0.27,0.47,2025-06-12,Wholesale,Small Business
South,P9783,214.18,1,65.04,0.23,0.2,2025-06-13,Offline,Small Business
West,P7887,400.49,38,25.89,0.12,0.15,2025-06-14,Online,Corporate
South,P7462,645.22,12,57.49,0.17,0.2,2025-06-15,Online,Small Business
South,P4796,174.59,85,31.15,0.19,0.18,2025-06-16,Wholesale,Retail
North,P2705,240.6,95,84.13,0.08,0.24,2025-06-17,Wholesale,Retail
South,P3948,103.39,77,46.34,0.02,0.49,2025-06-18,Online,Corporate
North,P9335,944.9,49,8.47,0.28,0.19,2025-06-19,Offline,Corporate
Central,P7233,67.38,37,70.27,0.08,0.43,2025-06-20,Wholesale,Retail
Central,P6212,714.92,54,49.38,0.23,0.45,2025-06-21,Wholesale,Small Business
West,P2658,64.86,39,24.26,0.24,0.24,2025-06-22,Offline,Small Business
South,P1135,273.01,63,97.57,0.2,0.4,2025-06-23,Wholesale,Retail
North,P5054,153.08,30,45.72,0.11,0.12,2025-06-24,Online,Small Business
South,P2132,966.21,95,11.43,0.11,0.05,2025-06-25,Wholesale,Small Business
North,P6200,782.29,49,83.9,0.25,0.47,2025-06-26,Online,Small Business
North,P9234,77.44,86,48.98,0.06,0.25,2025-06-27,Wholesale,Corporate
Central,P3318,376.76,93,94.8,0.17,0.38,2025-06-28,Wholesale,Retail
Central,P2625,828.73,52,70.74,0.02,0.27,2025-06-29,Wholesale,Retail
East,P6244,57.4,3,16.62,0.3,0.47,2025-06-30,Offline,Small Business
Central,P6594,727.63,76,97.89,0.01,0.4,2025-07-01,Offline,Small Business
West,P7429,400.01,16,26.36,0.12,0.09,2025-07-02,Online,Small Business
East,P5513,549.44,36,30.13,0.3,0.11,2025-07-03,Offline,Corporate
West,P1184,498.36,79,32.15,0.22,0.24,2025-07-04,Wholesale,Corporate
Central,P5960,527.67,55,80.21,0.08,0.27,2025-07-05,Wholesale,Retail
East,P2443,851.39,46,67.3,0.29,0.5,2025-07-06,Wholesale,Corporate
Central,P8447,70.94,37,97.46,0.23,0.29,2025-07-07,Online,Small Business
South,P5161,88.51,65,81.71,0.2,0.34,2025-07-08,Offline,Retail
South,P5924,500.41,90,60.85,0.17,0.45,2025-07-09,Offline,Small Business
West,P1884,714.1,7,96.25,0.01,0.26,2025-07-10,Wholesale,Corporate
Central,P5149,786.57,40,5.41,0.14,0.18,2025-07-11,Wholesale,Retail
Central,P7237,766.17,21,26.56,0.07,0.26,2025-07-12,Wholesale,Retail
West,P9047,664.0,67,30.81,0.3,0.25,2025-07-13,Online,Retail
South,P7860,57.03,37,59.15,0.1,0.46,2025-07-14,Offline,Small Business
West,P1637,519.99,56,77.61,0.13,0.15,2025-07-15,Wholesale,Corporate
Central,P1046,726.87,16,32.08,0.0,0.46,2025-07-16,Online,Corporate
East,P3804,247.27,52,97.57,0.12,0.47,2025-07-17,Wholesale,Corporate
South,P1111,104.83,70,23.98,0.27,0.37,2025-07-18,Wholesale,Retail
South,P6941,955.5,79,24.36,0.0,0.41,2025-07-19,Wholesale,Corporate
North,P3991,976.99,28,7.35,0.07,0.49,2025-07-20,Wholesale,Retail
Central,P2321,863.0,6,14.04,0.06,0.24,2025-07-21,Wholesale,Small Business
North,P6488,190.18,50,33.88,0.22,0.22,2025-07-22,Online,Corporate
South,P2242,333.53,64,71.41,0.06,0.17,2025-07-23,Online,Corporate
Central,P1086,970.31,10,16.7,0.29,0.13,2025-07-24,Online,Retail
West,P3104,295.69,99,61.24,0.04,0.1,2025-07-25,Wholesale,Small Business
North,P4235,352.82,90,97.13,0.02,0.38,2025-07-26,Online,Small Business
West,P9108,353.52,49,87.89,0.01,0.47,2025-07-27,Online,Corporate
Central,P4990,666.64,10,45.99,0.1,0.16,2025-07-28,Offline,Retail
West,P7374,317.27,45,51.08,0.08,0.3,2025-07-29,Online,Retail
West,P3300,366.71,48,51.03,0.19,0.17,2025-07-30,Offline,Retail
North,P8982,588.42,22,57.77,0.3,0.31,2025-07-31,Wholesale,Corporate
West,P2599,912.5,6,6.97,0.07,0.11,2025-08-01,Online,Small Business
West,P4950,472.27,70,31.29,0.2,0.26,2025-08-02,Online,Retail
West,P7988,673.08,9,15.6,0.25,0.38,2025-08-03,Offline,Corporate
North,P9336,623.08,78,30.51,0.16,0.17,2025-08-04,Offline,Corporate
North,P3458,671.53,5,88.26,0.16,0.42,2025-08-05,Offline,Corporate
South,P9779,106.11,4,58.15,0.22,0.21,2025-08-06,Online,Corporate
Central,P4376,285.94,22,13.46,0.03,0.28,2025-08-07,Online,Corporate
West,P3378,884.79,1,37.64,0.15,0.48,2025-08-08,Wholesale,Retail
North,P8356,431.96,38,7.21,0.18,0.43,2025-08-09,Online,Small Business
Central,P8906,474.72,55,16.7,0.05,0.14,2025-08-10,Online,Retail
East,P9722,930.6,22,24.7,0.28,0.2,2025-08-11,Online,Retail
West,P5702,593.28,34,53.9,0.21,0.32,2025-08-12,Online,Small Business
South,P2916,788.72,62,86.89,0.03,0.47,2025-08-13,Offline,Small Business
East,P1437,683.14,58,47.69,0.07,0.35,2025-08-14,Wholesale,Small Business
West,P2432,431.66,99,73.41,0.03,0.13,2025-08-15,Offline,Small Business
East,P5245,857.62,51,39.09,0.03,0.3,2025-08-16,Offline,Retail
South,P5013,740.18,30,77.03,0.02,0.19,2025-08-17,Online,Retail
North,P3644,285.97,10,66.52,0.01,0.2,2025-08-18,Online,Corporate
West,P5420,982.09,8,78.37,0.17,0.06,2025-08-19,Offline,Retail
East,P4629,833.43,23,45.41,0.05,0.46,2025-08-20,Offline,Corporate
West,P1848,387.79,45,88.95,0.07,0.45,2025-08-21,Offline,Small Business
West,P6164,169.65,97,39.67,0.1,0.35,2025-08-22,Offline,Small Business
West,P6061,274.09,75,78.16,0.27,0.34,2025-08-23,Online,Retail
West,P1115,890.65,82,9.55,0.18,0.17,2025-08-24,Online,Small Business
Central,P9001,794.58,11,97.96,0.2,0.15,2025-08-25,Offline,Small Business
West,P1362,887.53,78,78.13,0.28,0.12,2025-08-26,Wholesale,Retail
East,P7638,534.9,23,6.76,0.01,0.5,2025-08-27,Online,Small Business
Central,P7528,902.27,29,22.56,0.05,0.07,2025-08-28,Wholesale,Corporate
South,P7274,686.43,50,63.71,0.28,0.27,2025-08-29,Offline,Corporate
North,P5775,321.37,70,6.44,0.17,0.19,2025-08-30,Online,Corporate
North,P8319,87.34,99,10.01,0.29,0.05,2025-08-31,Offline,Retail
South,P6646,890.52,13,78.13,0.28,0.23,2025-09-01,Offline,Corporate
West,P7728,490.4,45,38.8,0.09,0.45,2025-09-02,Offline,Corporate
North,P4416,736.78,2,67.36,0.22,0.2,2025-09-03,Offline,Corporate
West,P3345,477.73,3,26.69,0.01,0.34,2025-09-04,Wholesale,Corporate
South,P6678,798.57,72,72.56,0.03,0.4,2025-09-05,Online,Corporate
South,P4702,511.23,9,11.36,0.09,0.36,2025-09-06,Online,Corporate
Central,P4116,286.23,25,36.03,0.06,0.44,2025-09-07,Online,Corporate
North,P4625,53.9,79,84.22,0.27,0.09,2025-09-08,Online,Corporate
North,P2484,222.2,10,6.69,0.17,0.14,2025-09-09,Offline,Small Business
Central,P5753,246.81,86,29.28,0.11,0.24,2025-09-10,Wholesale,Retail
North,P3554,572.36,28,16.33,0.1,0.34,2025-09-11,Online,Corporate
North,P2843,472.45,92,52.63,0.29,0.33,2025-09-12,Offline,Retail
East,P9273,287.25,68,56.88,0.18,0.33,2025-09-13,Offline,Small Business
East,P7218,762.27,6,26.98,0.12,0.07,2025-09-14,Wholesale,Retail
West,P9505,726.63,8,15.49,0.12,0.13,2025-09-15,Online,Small Business
North,P8902,773.53,81,11.57,0.2,0.27,2025-09-16,Offline,Small Business
East,P8991,799.96,14,35.09,0.23,0.15,2025-09-17,Online,Corporate
South,P3642,500.89,22,93.42,0.04,0.13,2025-09-18,Online,Retail
North,P5043,531.7,92,91.0,0.21,0.4,2025-09-19,Online,Retail
South,P1953,141.07,49,37.92,0.25,0.12,2025-09-20,Online,Retail
South,P3981,356.76,24,35.24,0.24,0.08,2025-09-21,Wholesale,Small Business
East,P8579,705.52,25,55.64,0.07,0.1,2025-09-22,Online,Corporate
West,P8081,719.76,62,26.17,0.22,0.36,2025-09-23,Online,Small Business
Central,P6167,104.89,81,55.55,0.29,0.28,2025-09-24,Offline,Retail
North,P4511,277.3,70,80.62,0.28,0.42,2025-09-25,Online,Small Business
Central,P2874,542.53,49,49.42,0.09,0.2,2025-09-26,Offline,Corporate
Central,P7199,348.7,68,34.36,0.19,0.42,2025-09-27,Wholesale,Small Business
North,P6984,767.99,47,14.67,0.27,0.41,2025-09-28,Wholesale,Retail
Central,P4046,893.32,62,66.26,0.05,0.14,2025-09-29,Wholesale,Small Business
Central,P6002,215.32,93,42.24,0.12,0.35,2025-09-30,Wholesale,Corporate
South,P8915,572.98,41,89.68,0.27,0.31,2025-10-01,Wholesale,Corporate
East,P3871,503.92,51,60.73,0.07,0.14,2025-10-02,Online,Corporate
North,P3014,686.78,65,99.68,0.06,0.27,2025-10-03,Online,Small Business
West,P7150,650.58,1,14.28,0.2,0.38,2025-10-04,Wholesale,Retail
West,P4237,897.01,78,89.78,0.19,0.21,2025-10-05,Wholesale,Small Business
South,P5658,883.39,84,65.53,0.06,0.11,2025-10-06,Wholesale,Corporate
North,P4106,409.12,58,59.22,0.26,0.37,2025-10-07,Online,Retail
North,P5180,547.14,50,65.34,0.12,0.11,2025-10-08,Offline,Corporate
North,P7912,444.19,33,59.45,0.09,0.26,2025-10-09,Offline,Small Business
North,P7246,531.89,54,16.9,0.21,0.12,2025-10-10,Offline,Retail
West,P7834,290.76,65,81.15,0.03,0.16,2025-10-11,Offline,Corporate
West,P2377,907.52,15,10.54,0.27,0.46,2025-10-12,Online,Retail
South,P5094,113.33,28,90.29,0.11,0.29,2025-10-13,Wholesale,Retail
West,P6234,113.26,7,25.26,0.04,0.24,2025-10-14,Online,Small Business
Central,P3289,489.65,10,35.84,0.08,0.43,2025-10-15,Wholesale,Corporate
East,P9738,795.79,95,93.11,0.07,0.23,2025-10-16,Offline,Retail
North,P5964,682.07,13,98.17,0.14,0.44,2025-10-17,Wholesale,Small Business
South,P3185,80.51,45,18.92,0.16,0.45,2025-10-18,Wholesale,Corporate
South,P1223,881.52,77,84.78,0.13,0.12,2025-10-19,Offline,Corporate
Central,P6810,157.68,77,67.93,0.21,0.18,2025-10-20,Wholesale,Small Business
Central,P9049,334.62,61,88.2,0.2,0.29,2025-10-21,Offline,Corporate
East,P6095,953.84,9,16.48,0.25,0.23,2025-10-22,Wholesale,Corporate
North,P9048,578.26,91,88.05,0.21,0.31,2025-10-23,Online,Small Business
Central,P5561,549.23,48,74.47,0.23,0.48,2025-10-24,Offline,Small Business
Central,P7947,111.81,78,47.44,0.23,0.13,2025-10-25,Offline,Corporate
North,P2210,671.17,67,67.1,0.09,0.29,2025-10-26,Wholesale,Small Business
Central,P9221,909.5,56,80.69,0.08,0.28,2025-10-27,Wholesale,Small Business
Central,P3724,991.81,38,51.41,0.07,0.46,2025-10-28,Offline,Retail
